Title,Year,Conference,Subfield,Authors,Author_Institutions,Author_Countries,Status,Track,Citations
AfriSenti: A Twitter Sentiment Analysis Benchmark for African Languages,2023,EMNLP,Computational Linguistics,Shamsuddeen Hassan Muhammad;Idris Abdulmumin;Abinew Ali Ayele;Nedjma OUSIDHOUM;David Ifeoluwa Adelani;Seid Muhie Yimam;Ibrahim Said Ahmad;Meriem Beloucif;Saif M. Mohammad;Sebastian Ruder;Oumaima Hourrane;Alipio Jorge;Pavel Brazdil;Felermino D. M. A. Ali;Davis David;Salomey Osei;Bello Shehu-Bello;Falalu Ibrahim Lawan;Tajuddeen Gwadabe;Samuel Rutunda;Tadesse Destaw Belay;Wendimu Baye Messelle;Hailu Beshada Balcha;Sisay Adugna Chala;Hagos Tesfahun Gebremichael;Bernard Opoku;Stephen Arthur,";Bayero University Kano;Universität Hamburg;University of Cambridge;University College London, University of London;Universität Hamburg;Bayero University Kano;Uppsala University;National Research Council Canada;;;INESC TEC;University of Porto;Universidade do Porto;;Universidad de Deusto;;Kaduna State University;Masakhane Research Foundation;Digital Umuganda;Instituto Politécnico Nacional, Centro de Investigación en Computación;Bahir Dar University;Jimma University;Fraunhofer FIT;Bahir Dar University;Accra Institute of Technology;",Nigeria;Germany;United Kingdom;Sweden;Canada;Portugal;Spain;South Africa;Rwanda;Mexico;Ethiopia;Ghana,Long Main,main,0
Self-Supervised Rule Learning to Link Text Segments to Relational Elements of Structured Knowledge,2023,EMNLP,Computational Linguistics,Shajith Ikbal;Udit Sharma;Hima Karanam;Sumit Neelam;Ronny Luss;Dheeraj Sreedhar;Pavan Kapanipathi;Naweed Khan;Kyle Erwin;Ndivhuwo Makondo;Ibrahim Abdelaziz;Achille Fokoue;Alexander G. Gray;Maxwell Crouse;Subhajit Chaudhury;Chitra K Subramanian,"IBM Research AI, India;International Business Machines;International Business Machines;International Business Machines;IBM;International Business Machines;International Business Machines;International Business Machines;International Business Machines;University of the Witwatersrand;International Business Machines;International Business Machines;International Business Machines;International Business Machines;International Business Machines;International Business Machines (IBM)",India;United States;South Africa,Long Findings,main,0
Bloom Library: Multimodal Datasets in 300+ Languages for a Variety of Downstream Tasks,2022,EMNLP,Computational Linguistics,Colin Leong; Joshua Nemecek; Jacob Mansdorfer; Anna Filighera; Abraham Owodunni; Daniel Whitenack,University of Dayton Research Institute; SIL International; Independent Contractor; TU Darmstadt+Masakhane; Masakhane; SIL International,United States;;Germany;South Africa,Main,main,23
COMET-QE and Active Learning for Low-Resource Machine Translation,2022,EMNLP,Computational Linguistics,Everlyn Asiko Chimoto; Bruce A. Bassett,"University of Cape Town, South Africa + African Institute for Mathematical Sciences; University of Cape Town, South Africa + African Institute for Mathematical Sciences, South Africa + South African Astronomical Observatory",South Africa,finding,main,6
Subword Segmental Language Modelling for Nguni Languages,2022,EMNLP,Computational Linguistics,Francois Meyer; Jan Buys,"Department of Computer Science, University of Cape Town; Department of Computer Science, University of Cape Town",South Africa,finding,main,3
Domain Adaptation for Arabic Cross-Domain and Cross-Dialect Sentiment Analysis from Contextualized Word Embedding,2021,NAACL,Computational Linguistics,Abdellah El Mekki; Abdelkader El Mahdaouy; Ismail Berrada; Ahmed Khoumsi,"School of Computer Sciences, Mohammed VI Polytechnic University, Morocco; School of Computer Sciences, Mohammed VI Polytechnic University, Morocco; School of Computer Sciences, Mohammed VI Polytechnic University, Morocco; Dept. Electrical & Computer Engineering, University of Sherbrooke, Canada",Morocco;Canada,Long,main,37
A Systematic Analysis of Subwords and Cross-Lingual Transfer in Multilingual Translation,2024,NAACL,Computational Linguistics,Francois Meyer; Jan Buys,"Department of Computer Science, University of Cape Town; Department of Computer Science, University of Cape Town",South Africa,Findings,main,1
Improving Factuality in Clinical Abstractive Multi-Document Summarization by Guided Continued Pre-training,2024,NAACL,Computational Linguistics,Ahmed Elhady; Khaled Elsayed; Eneko Agirre; Mikel Artetxe,"HiTZ Center, University of the Basque Country (UPV/EHU)+Reka AI; University of Science and Technology, Zewail City; HiTZ Center, University of the Basque Country (UPV/EHU); HiTZ Center, University of the Basque Country (UPV/EHU)+Reka AI",Spain;United States;Egypt,Short,main,0
"Kreyòl-MT: Building MT for Latin American, Caribbean and Colonial African Creole Languages",2024,NAACL,Computational Linguistics,Nathaniel Robinson; Raj Dabre; Ammon Shurtz; Rasul Dent; Onenamiyi Onesi; Claire Monroc; Loïc Grobol; Hasan Muhammad; Ashi Garg; Naome Etori; Vijay Murari Tiyyala; Olanrewaju Samuel; Matthew Stutzman; Bismarck Odoom; Sanjeev Khudanpur; Stephen Richardson; Kenton Murray,"Johns Hopkins University, USA; Brigham Young University, USA; National Institute of Information and Communications Technology, Japan; Inria Paris; Nile University of Nigeria; Université Paris Nanterre; University of Minnesota - Twin Cities, USA; University of Toronto; Johns Hopkins University, USA; Johns Hopkins University, USA; Johns Hopkins University, USA; University of Toronto; Brigham Young University, USA; Johns Hopkins University, USA; Johns Hopkins University, USA; Brigham Young University, USA; Johns Hopkins University, USA",United States;Japan;France;Nigeria;Canada,Long,main,7
Does Generative AI speak Nigerian-Pidgin?: Issues about Representativeness and Bias for Multilingualism in LLMs,2025,NAACL,Computational Linguistics,David Ifeoluwa Adelani; A. Seza Doğruöz; Iyanuoluwa Shode; Anuoluwapo Aremu,"Mila - Quebec AI Institute+McGill University, Canada CIFAR AI Chair; LT3, IDLab, Universiteit Gent; Bloomberg; University of Trento+Lelapa AI",Canada;Belgium;United States;Italy;South Africa,Findings,main,0
IrokoBench: A New Benchmark for African Languages in the Age of Large Language Models,2025,NAACL,Computational Linguistics,David Ifeoluwa Adelani; Jessica Ojo; Israel Abebe Azime; Jian Yun Zhuang; Jesujoba Oluwadara Alabi; Xuanli He; Millicent Ochieng; Sara Hooker; Andiswa Bukula; En-Shiun Annie Lee; Chiamaka Ijeoma Chukwuneke; Happy Buzaaba; Blessing Kudzaishe Sibanda; Godson Koffi Kalipe; Jonathan Mukiibi; Salomon Kabongo Kabenamualu; Foutse Yuehgoh; Mmasibidi Setaka; Lolwethu Ndolela; Nkiruka Odu; Rooweither Mabuya; Salomey Osei; Shamsuddeen Hassan Muhammad; Sokhar Samb; Tadesse Kebede Guge; Tombekai Vangoni Sherman; Pontus Stenetorp,"Masakhane NLP+Mila, McGill University+Canada CIFAR AI Chair; Masakhane NLP+Mila, McGill University+Lelapa AI; Masakhane NLP+Saarland University; University of Toronto; University College London; Microsoft Research Africa; Cohere For AI; SADiLaR; Ontario Tech University; Lancaster University; Princeton university; Makerere University; Leibniz Universität Hannover; Le CNAM; Imperial College London; Universidad de Deusto; DAUST; Haramaya University; SADiLaR; Masakhane NLP; Masakhane NLP; SADiLaR; Imperial College London; Universidad de Deusto; DAUST; Haramaya University; University College London",South Africa;Canada;Germany;United Kingdom;Kenya;United States;Uganda;France;Spain;Djibouti;Ethiopia,Long,main,7
Pula: Training Large Language Models for Setswana,2025,NAACL,Computational Linguistics,Nathan Brown; Vukosi Marivate,"Data Science for Social Impact, University of Pretoria, School of Computing; Data Science for Social Impact, Department of Computer Science, University of Pretoria, Lelapa AI",South Africa,Long,main,0
UOREX: Towards Uncertainty-Aware Open Relation Extraction,2025,NAACL,Computational Linguistics,Rebii Jamal; Mounir Ourekouch; Mohammed Erradi,"CID Development, Morocco; University Mohammed VI Polytechnic, Morocco+ENSIAS, University Mohamed V of Rabat, Morocco; CID Development, Morocco+University Mohammed VI Polytechnic, Morocco+ENSIAS, University Mohamed V of Rabat, Morocco",Morocco,Long,main,0
Healing Products of Gaussian Process Experts,2020,ICML,Artificial Intelligence,Samuel Cohen; Rendani Mbuvha; Tshilidzi Marwala; Marc Deisenroth,"Department of Computer Science, University College London, UK+Institute of Intelligent Systems, University of Johannesburg, South Africa+School of Statistics and Actuarial Science, University of the Witwatersrand, South Africa; Institute of Intelligent Systems, University of Johannesburg, South Africa+School of Statistics and Actuarial Science, University of the Witwatersrand, South Africa; Institute of Intelligent Systems, University of Johannesburg, South Africa; Department of Computer Science, University College London, UK+Institute of Intelligent Systems, University of Johannesburg, South Africa",United Kingdom;South Africa,Poster,main,37
Learning Portable Representations for High-Level Planning,2020,ICML,Artificial Intelligence,Steven James; Benjamin Rosman; George Konidaris,"School of Computer Science and Applied Mathematics, University of the Witwatersrand, Johannesburg, South Africa; School of Computer Science and Applied Mathematics, University of the Witwatersrand, Johannesburg, South Africa; Department of Computer Science, Brown University, Providence RI 02912, USA",South Africa;United States,Poster,main,52
On the consistency of top-k surrogate losses,2020,ICML,Artificial Intelligence,Forest Yang; Sanmi Koyejo,"Google Research Accra + University of California, Berkeley; University of Illinois at Urbana-Champaign",Ghana;United States,Poster,main,62
Hierarchy Through Composition with Multitask LMDPs,2017,ICML,Artificial Intelligence,Andrew M. Saxe; Adam C. Earle; Benjamin Rosman,"Center for Brain Science, Harvard University; School of Computer Science and Applied Mathematics, University of the Witwatersrand; School of Computer Science and Applied Mathematics, University of the Witwatersrand + Council for Scientific and Industrial Research, South Africa",United States;South Africa,Poster,main,45
Learning Dynamics of Linear Denoising Autoencoders,2018,ICML,Artificial Intelligence,Arnu Pretorius; Steve Kroon; Herman Kamper,"Computer Science Division, Stellenbosch University, South Africa+CSIR/SU Centre for Artiﬁcial Intelligence Research; Computer Science Division, Stellenbosch University, South Africa+CSIR/SU Centre for Artiﬁcial Intelligence Research; Department of Electrical and Electronic Engineering, Stellenbosch University, South Africa",South Africa,Oral,main,38
An Initial Alignment between Neural Network and Target is Needed for Gradient Descent to Learn,2022,ICML,Artificial Intelligence,Emmanuel Abbe; Elisabetta Cornacchia; Jan Hazla; Christopher Marquis,"Institute of Mathematics, EPFL, Lausanne, Switzerland; Institute of Mathematics, EPFL, Lausanne, Switzerland; Institute of Mathematics, EPFL, Lausanne, Switzerland + African Institute for Mathematical Sciences (AIMS), Kigali, Rwanda; Institute of Mathematics, EPFL, Lausanne, Switzerland",Switzerland;Rwanda,Spotlight,main,15
Implicit Regularization with Polynomial Growth in Deep Tensor Factorization,2022,ICML,Artificial Intelligence,Kais Hariz; Hachem Kadri; Stephane Ayache; Maher Moakher; Thierry Artieres,"Aix Marseille University, CNRS, LIS, Marseille, France + Ecole Centrale de Marseille, Marseille, France; Aix Marseille University, CNRS, LIS, Marseille, France; Aix Marseille University, CNRS, LIS, Marseille, France; LAMSIN, National Engineering School of Tunis, University of Tunis El Manar, Tunis, Tunisia; Aix Marseille University, CNRS, LIS, Marseille, France + Ecole Centrale de Marseille, Marseille, France",France;Tunisia,Spotlight,main,5
Composing Value Functions in Reinforcement Learning,2019,ICML,Artificial Intelligence,Benjamin Van Niekerk; Steven James; Adam Earle; Benjamin Rosman,"School of Computer Science and Applied Mathematics, University of the Witwatersrand, Johannesburg, South Africa+Council for Scientific and Industrial Research, Pretoria, South Africa; School of Computer Science and Applied Mathematics, University of the Witwatersrand, Johannesburg, South Africa+Council for Scientific and Industrial Research, Pretoria, South Africa; School of Computer Science and Applied Mathematics, University of the Witwatersrand, Johannesburg, South Africa; School of Computer Science and Applied Mathematics, University of the Witwatersrand, Johannesburg, South Africa+Council for Scientific and Industrial Research, Pretoria, South Africa",South Africa,Oral,main,63
"Sable: a Performant, Efficient and Scalable Sequence Model for MARL",2025,ICML,Artificial Intelligence,Omayma Mahjoub;Sasha Abramowitz;Ruan John de Kock;Wiem Khlifi;Simon Verster Du Toit;Jemma Daniel;Louay Ben Nessir;Louise Beyers;Juan Claude Formanek;Liam Clark;Arnu Pretorius,InstaDeep;InstaDeep;University of Cape Town+InstaDeep;InstaDeep;InstaDeep;InstaDeep;InstaDeep;InstaDeep;University of Cape Town;InstaDeep;InstaDeep,United Kingdom;South Africa,Poster,main,0
Activation Space Interventions Can Be Transferred Between Large Language Models,2025,ICML,Artificial Intelligence,Narmeen Fatimah Oozeer;Dhruv Nathawani;Nirmalendu Prakash;Michael Lan;Abir HARRASSE;Amir Abdullah,"Martian Learning;Gretel;Singapore University of Technology and Design;University of Oxford;Max Planck Institut, Max-Planck Institute+University Mohammed VI Polytechnic;Cynch AI",;Singapore;United Kingdom;Germany;Morocco;United States,Poster,main,0
Asynchronous decentralized prioritized planning for coordination in multi-robot system,2013,IROS,Robotics,Michal Cáp;Peter Novák;Martin Selecký;Jan Faigl;Jiff Vokffnek;Michal Cáp;Peter Novák;Martin Selecký;Jan Faigl;Jiff Vokffnek,"School for Electrical Engineering, Tshwane University of Technology, City of Tshwane, South Africa; Peter Novák; Martin Selecký; Jan Faigl; Jiff Vokffnek",South Africa;,Poster,main,65
Rapid turning at high-speed: Inspirations from the cheetah's tail,2013,IROS,Robotics,Amir Patel;M. Braae;Amir Patel;M. Braae,"Department of Electrical Engineering, University of Cape Town, South Africa; Department of Electrical Engineering, University of Cape Town, South Africa",South Africa,Poster,main,110
Track following control using nonlinear model predictive control in hard disk drives,2013,IROS,Robotics,M. Taktak-Meziou;A. Chemori;J. Ghommam;N. Derbel;M. Taktak-Meziou;A. Chemori;J. Ghommam;N. Derbel,"ICOS, National School of Engineers of Sfax (ENIS), Sfax, BP, Tunisia; LRMM, University Montpellier 2/CNRS, Montpellier Cedex 5, France; ICOS, National School of Engineers of Sfax (ENIS), Sfax, BP, Tunisia; ICOS, National School of Engineers of Sfax (ENIS), Sfax, BP, Tunisia",Tunisia;France,Poster,main,10
A smoothing strategy for PRM paths application to six-axes MOTOMAN SV3X manipulator,2005,IROS,Robotics,R. Guernane;M. Belhocine;R. Guernane;M. Belhocine,"Division Robotique et Productique, Centre de Dévelopment des Technologies Avancées, Baba Hassen, Algeria; Division Robotique et Productique, Centre de Dévelopment des Technologies Avancées, Baba Hassen, Algeria",Algeria,Poster,main,20
Robust feedback linearization and GH/sub /spl infin// controller for a quadrotor unmanned aerial vehicle,2005,IROS,Robotics,A. Mokhtari;A. Benallegue;B. Daachi;A. Mokhtari;A. Benallegue;B. Daachi,"Univ. of Sci. & Technol., Oran, Algeria; Laboratoire de Robotique de Versailles, Velizy, France; L. I. I. A Vitry Creteil France, France",Algeria;France,Poster,main,214
Flexible process integration for Mass Customisation Manufacturing via autonomous mobile Payload Routing Platforms,2009,IROS,Robotics,Anthony John Walker;Glen Bright;Anthony John Walker;Glen Bright,"Faculty of Mechanical Engineering, University of KwaZulu-Natal, Durban, South Africa; Department of Mechanical Engineering, University of KwaZulu-Natal, Durban, South Africa",South Africa,Poster,main,0
QoS based framework for ubiquitous robotic services composition,2009,IROS,Robotics,A. Yachir;K. Tari;Y. Amirat;A. Chibani;N. Badache;A. Yachir;K. Tari;Y. Amirat;A. Chibani;N. Badache,"University of Sciences and Technology Houari Boumediene, Algiers, Algeria; Laboratory of Images, Signals and Intelligent Systems LISSI, Paris University, France; Laboratory of Images, Signals and Intelligent Systems LISSI, Paris University, France; Laboratory of Images, Signals and Intelligent Systems LISSI, Paris University, France; University of Sciences and Technology Houari Boumediene, Algiers, Algeria",Algeria;France,Poster,main,34
Vision and RFID-based person tracking in crowds from a mobile robot,2009,IROS,Robotics,Thierry Germa;Frédéric Lerasle;Noureddine Ouadah;Viviane Cadenat;Michel Devy;Thierry Germa;Frédéric Lerasle;Noureddine Ouadah;Viviane Cadenat;Michel Devy,"Université de Toulouse, UPS, INSA, INP, ISAE, Toulouse, France; Université de Toulouse, UPS, INSA, INP, ISAE, Toulouse, France; CDTA/ENP, Alger, Algérie; Université de Toulouse, UPS, INSA, INP, ISAE, Toulouse, France; Université de Toulouse, UPS, INSA, INP, ISAE, Toulouse, France",France;Algeria,Poster,main,41
A biomechanical analysis of the healthy and the pathological index finger during pinch function,2008,IROS,Robotics,A.B. Sghaier;L. Romdhane;F.B. Ouezdou;A.B. Sghaier;L. Romdhane;F.B. Ouezdou,"Laboratory of Mechanical Engineering, University of Monastir, Tunisia; Mechanical Engineering, University of Monastir, Tunisia; Laboratory of System Engineering of Versailles, Université de Versailles Saint Quentin en Yvelines, France",Tunisia;France,Poster,main,2
Backstepping based nonlinear PI for attitude stabilisation of a quadrotor: From theory to experiment,2008,IROS,Robotics,M. Bouchoucha;M. Tadjine;A. Tayebi;P. Mullhaupt;M. Bouchoucha;M. Tadjine;A. Tayebi;P. Mullhaupt,"Ecole Militaire Polytechnique, Algiers, Algeria; Ecole Nationale Polytechnique (ENP), Algiers, Algeria; Lakehead University, Thunder Bay, ONT, Canada; Ecole Polytechnique Fédérale de Lausanne, Switzerland",Algeria;Canada;Switzerland,Poster,main,7
A Novel Variable Stiffness Suspension System for Improved Stability and Control of Tactile Mobile Manipulators,2024,IROS,Robotics,Sebastian Kuhn;Mehmet C. Yildirim;Edmundo Pozo Fortunić;Kübra Karacan;Abdalla Swikir;Sami Haddadin;Sebastian Kuhn;Mehmet C. Yildirim;Edmundo Pozo Fortunić;Kübra Karacan;Abdalla Swikir;Sami Haddadin,"Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich (TUM), Munich, Germany; Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich (TUM), Munich, Germany; Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich (TUM), Munich, Germany; Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich (TUM), Munich, Germany; Department of Electrical and Electronic Engineering, Omar Al-Mukhtar University (OMU), Albaida, Libya; Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich (TUM), Munich, Germany",Germany;Libya,Poster,main,0
Improved Contact Stability for Admittance Control of Industrial Robots with Inverse Model Compensation,2024,IROS,Robotics,Kangwagye Samuel;Kevin Haninger;Sami Haddadin;Sehoon Oh;Kangwagye Samuel;Kevin Haninger;Sami Haddadin;Sehoon Oh,"Department of Mechanical and Production Engineering, Kyambogo University, Kampala, Uganda; Department of Automation, Fraunhofer IPK, Berlin, Germany; Chair of Robotics and Systems Intelligence, Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University Munich, Munich, Germany; Department of Robotics and Mechatronics Engineering, DGIST, Daegu, Korea",Uganda;Germany;South Korea,Poster,main,0
Monocular 3D Reconstruction of Cheetahs in the Wild*,2024,IROS,Robotics,Zico Da Silva;Zuhayr Parkar;Naoya Muramatsu;Fred Nicolls;Amir Patel;Zico Da Silva;Zuhayr Parkar;Naoya Muramatsu;Fred Nicolls;Amir Patel,"African Robotics Unit (ARU), University of Cape Town, South Africa; African Robotics Unit (ARU), University of Cape Town, South Africa; African Robotics Unit (ARU), University of Cape Town, South Africa; African Robotics Unit (ARU), University of Cape Town, South Africa; African Robotics Unit (ARU), University of Cape Town, South Africa",South Africa,Poster,main,0
Trajectory Planning for Non-Prehensile Object Transportation,2024,IROS,Robotics,Lingyun Chen;Haoyu Yu;Liding Zhang;Abdeldjallil Naceri;Abdalla Swikir;Sami Haddadin;Lingyun Chen;Haoyu Yu;Liding Zhang;Abdeldjallil Naceri;Abdalla Swikir;Sami Haddadin,"Centre for Tactile Internet With Human-in-the-Loop (CeTI); Munich Institute of Robotics and Machine Intelligence and the Chair of Robotics Science and Systems Intelligence, Technical University of Munich, Germany; Munich Institute of Robotics and Machine Intelligence and the Chair of Robotics Science and Systems Intelligence, Technical University of Munich, Germany; Munich Institute of Robotics and Machine Intelligence and the Chair of Robotics Science and Systems Intelligence, Technical University of Munich, Germany; Department of Electrical and Electronic Engineering, Omar Al-Mukhtar University (OMU), Albaida, Libya; Centre for Tactile Internet With Human-in-the-Loop (CeTI)",;Germany;Libya,Poster,main,0
Bio-inspired visual memory for robot cognitive map building and scene recognition,2012,IROS,Robotics,Karima Rebai;Ouahiba Azouaoui;Nouara Achour;Karima Rebai;Ouahiba Azouaoui;Nouara Achour,"Université des Sciences et de la Technologie Houari Boumediene (USTHB), Algeria; CDTA, Algiers, Algeria; USTHB, Algiers, Algeria",Algeria,Poster,main,19
Probabilistic outlier removal for robust landmark identification in stereo vision based SLAM,2012,IROS,Robotics,Wikus Brink;Corné E. van Daalen;Willie Brink;Wikus Brink;Corné E. van Daalen;Willie Brink,"Electronic Systems Laboratory, Electrical and Electronic Engineering, Stellenbosch University, Stellenbosch, South Africa; Electronic Systems Laboratory, Electrical and Electronic Engineering, Stellenbosch University, Stellenbosch, South Africa; Applied Mathematics, Department of Mathematical Sciences, Stellenbosch University, Stellenbosch, South Africa",South Africa,Poster,main,13
Towards an Ontology for Autonomous Robots,2012,IROS,Robotics,Liam Paull;Gaetan Severac;Guilherme V. Raffo;Julian Mauricio Angel;Harold Boley;Phillip J Durst;Wendell Gray;Maki Habib;Bao Nguyen;S. Veera Ragavan;Sajad Saeedi G.;Ricardo Sanz;Mae Seto;Aleksandar Stefanovski;Michael Trentini;Howard Li;Liam Paull;Gaetan Severac;Guilherme V. Raffo;Julian Mauricio Angel;Harold Boley;Phillip J Durst;Wendell Gray;Maki Habib;Bao Nguyen;S. Veera Ragavan;Sajad Saeedi G.;Ricardo Sanz;Mae Seto;Aleksandar Stefanovski;Michael Trentini;Howard Li,"COBRA, Department of Electrical and Computer Engineering, University of New Brunswick, Fredericton, Canada; ONERA - University of Toulouse, France; Department of Automation and Systems, Federal University of Santa Catarina, Brazil; Department of Computer Engineering, Pontificia Universidad Javeriana, Bogot, Colombia; National Research Council, Canada; US Army ERDC, Vicksburg, Ms; US Army ERDC, Vicksburg, Ms; Mechanical Engineering Department, School of Sciences and Engineering, The American University in Cairo, New Cairo, Egypt; Defence Research and Development Canada - CORA, Ottawa, ON, Canada; Monash University, Sunway Campus; COBRA, Department of Electrical and Computer Engineering, University of New Brunswick, Fredericton, Canada; Systems Engineering and Automatic Control, Autonomous Systems Laboratory research group, Universidad Politcnica de Madrid, Madrid, Spain; Defence Research and Development Canada - Atlantic, NS, Canada; Department of Computer Science, The George Washington University; Defence R&D Canada - Suffield, Medicine Hat, AB, Canada; COBRA, Department of Electrical and Computer Engineering, University of New Brunswick, Fredericton, Canada",Canada;France;Brazil;Colombia;United States;Egypt;Australia;Spain,Poster,main,55
Sample-Efficient Real-Time Planning with Curiosity Cross-Entropy Method and Contrastive Learning,2023,IROS,Robotics,Mostafa Kotb;Cornelius Weber;Stefan Wermter;Mostafa Kotb;Cornelius Weber;Stefan Wermter,"Mathematics Department, Faculty of Science, Aswan University, Aswan, Egypt; Department of Informatics, Knowledge Technology Group, Universität Hamburg, Hamburg, Germany; Department of Informatics, Knowledge Technology Group, Universität Hamburg, Hamburg, Germany",Egypt;Germany,Poster,main,3
Towards Connecting Control to Perception: High-Performance Whole-Body Collision Avoidance Using Control-Compatible Obstacles,2023,IROS,Robotics,Moritz Eckhoff;Dennis Knobbe;Henning Zwirnmann;Abdalla Swikir;Sami Haddadin;Moritz Eckhoff;Dennis Knobbe;Henning Zwirnmann;Abdalla Swikir;Sami Haddadin,"Department of Computer Engineering, Chair of Robotics and Systems Intelligence, TUM School of Computation, Information, and Technology; Department of Computer Engineering, Chair of Robotics and Systems Intelligence, TUM School of Computation, Information, and Technology; Department of Computer Engineering, Chair of Robotics and Systems Intelligence, TUM School of Computation, Information, and Technology; Department of Electrical and Electronic Engineering, Omar Al-Mukhtar University, Albaida, Libya; Centre for Tactile Internet with Human-in-the-Loop (CeTI) of Technische Universität Dresden, Germany",Germany;Libya,Poster,main,5
Effects of Limb Morphology on Transient Locomotion in Quadruped Robots,2019,IROS,Robotics,Leanne Raw;Callen Fisher;Amir Patel;Leanne Raw;Callen Fisher;Amir Patel,"Faculty of Electrical Engineering, University of Cape Town, Rondebosch, South Africa; Faculty of Electrical Engineering, University of Cape Town, Rondebosch, South Africa; Faculty of Electrical Engineering, University of Cape Town, Rondebosch, South Africa",South Africa,Poster,main,18
Permanent Magnets based Actuator for Microrobots Navigation,2019,IROS,Robotics,Manel Abbes;Karim Belharet;Hassen Mekki;Gerard Poisson;Manel Abbes;Karim Belharet;Hassen Mekki;Gerard Poisson,"Laboratoire NOCCS, Univ. de Sousse, Rue Khalifa Karoui, Sousse, Tunisie; Laboratoire PRISME, Hautes Etudes Études d’Ingénieur, campus Centre, Site Balsan, 2 allee Jean Vaillé, Chateauroux, France; Laboratoire NOCCS, Univ. de Sousse, Rue Khalifa Karoui, Sousse, Tunisie; Laboratoire PRISME, Univ. Orléans, Bourges, France",Tunisia;France,Poster,main,19
A spider-inspired dragline enables aerial pitch righting in a mobile robot,2015,IROS,Robotics,Stacey Shield;Callen Fisher;Amir Patel;Stacey Shield;Callen Fisher;Amir Patel,"Department of Electrical Engineering, University of Cape Town, South Africa; Department of Electrical Engineering, University of Cape Town, South Africa; Department of Electrical Engineering, University of Cape Town, South Africa",South Africa,Poster,main,6
Non-Contact manipulation of microbeads via pushing and pulling using magnetically controlled clusters of paramagnetic microparticles,2015,IROS,Robotics,Ahmed G. El-Gazzar;Louay E. Al-Khouly;Anke Klingner;Sarthak Misra;Islam S. M. Khalil;Ahmed G. El-Gazzar;Louay E. Al-Khouly;Anke Klingner;Sarthak Misra;Islam S. M. Khalil,"German University in Cairo, New Cairo City, Egypt; German University in Cairo, New Cairo City, Egypt; German University in Cairo, New Cairo City, Egypt; German University in Cairo, New Cairo City, Egypt; German University in Cairo, New Cairo City, Egypt",Egypt,Poster,main,22
Nonparametric Bayesian reward segmentation for skill discovery using inverse reinforcement learning,2015,IROS,Robotics,Pravesh Ranchod;Benjamin Rosman;George Konidaris;Pravesh Ranchod;Benjamin Rosman;George Konidaris,"University of the Witwatersrand, Johannesburg-Braamfontein, Gauteng, ZA; The School of Computer Science and Applied Mathematics, University of the Witwatersrand, Johannesburg, South Africa; The Departments of Computer Science and Electrical and Computer Engineering, Duke University, NC, USA",South Africa;United States,Poster,main,88
Propulsion and steering of helical magnetic microrobots using two synchronized rotating dipole fields in three-dimensional space,2015,IROS,Robotics,Abdelrahman Hosney;Anke Klingner;Sarthak Misra;Islam S. M. Khalil;Abdelrahman Hosney;Anke Klingner;Sarthak Misra;Islam S. M. Khalil,"German University in Cairo, New Cairo City, Egypt; German University in Cairo, New Cairo City, Egypt; Department of Biomechanical Engineering, University of Twente, Enschede, The Netherlands; German University in Cairo, New Cairo City, Egypt",Egypt;Netherlands,Poster,main,48
State estimation for a hexapod robot,2015,IROS,Robotics,Estelle Lubbe;Daniel Withey;Kenneth R. Uren;Estelle Lubbe;Daniel Withey;Kenneth R. Uren,"Defence Peace, Safety and Security department, North-West University during the time of this study; Intelligent Autonomous Systems department at the CSIR; Electronic and Computer Engineering Department, North-West University",South Africa,Poster,main,13
A novel approach of an adaptive neuro-PI vector controller fed induction-motor servo drives,2002,IROS,Robotics,E.A. Ebrahim;E.A. Ebrahim,"Conversion Department, Electronics Research Institute, Power Electronics and Energy, Cairo, Egypt",Egypt,Poster,main,6
Dual execution of optimized contact interaction trajectories,2014,IROS,Robotics,Marc Toussaint;Nathan Ratliff;Jeannette Bohg;Ludovic Righetti;Peter Englert;Stefan Schaal;Marc Toussaint;Nathan Ratliff;Jeannette Bohg;Ludovic Righetti;Peter Englert;Stefan Schaal,"Department of Electrical Engineering, Polytechnic of Namibia (Transforming to Namibia University of Science and Technology), Windhoek, Namibia; Department of Mathematics and Statistics, Polytechnic of Namibia (Transforming to Namibia University of Science and Technology), Windhoek, Namibia; Department of Electrical Engineering, Polytechnic of Namibia (Transforming to Namibia University of Science and Technology), Windhoek, Namibia; Ludovic Righetti; Peter Englert; Stefan Schaal",Namibia;,Poster,main,23
Fast grasping of unknown objects using force balance optimization,2014,IROS,Robotics,Qujiang Lei;Martijn Wisse;Qujiang Lei;Martijn Wisse,"Laboratory of Electronics and Information Technologies (LETI), National school of Engineering, TUNISIA; Laboratory of Electronics and Information Technologies (LETI), National school of Engineering, TUNISIA",Tunisia,Poster,main,24
